period_type,universe,investor,direction,rank,code,name,net_value
weekly,KOSPI200,institution,buy,9,003230,삼양식품,49327079500
weekly,KOSPI200,institution,buy,10,051910,LG화학,46332281750
weekly,KOSPI200,institution,buy,11,082740,한화엔진,43465362175
weekly,KOSPI200,institution,buy,12,272210,한화시스템,42964300200
weekly,KOSPI200,institution,buy,13,090430,아모레퍼시픽,41768267600
weekly,KOSPI200,institution,buy,14,000990,DB하이텍,40574614047
weekly,KOSPI200,institution,buy,15,047050,포스코인터내셔널,37367179700
weekly,KOSPI200,institution,sell,1,402340,SK스퀘어,-171876523000
weekly,KOSPI200,institution,sell,2,034020,두산에너빌리티,-107467859250
weekly,KOSPI200,institution,sell,3,035420,NAVER,-98205383400
weekly,KOSPI200,institution,sell,4,007660,이수페타시스,-57642262900
weekly,KOSPI200,institution,sell,5,000660,SK하이닉스,-47574677500
weekly,KOSPI200,institution,sell,6,005380,현대차,-46619231500
weekly,KOSPI200,institution,sell,7,012330,현대모비스,-46551591750
weekly,KOSPI200,institution,sell,8,066970,엘앤에프,-38832339750
weekly,KOSPI200,institution,sell,9,052690,한전기술,-37587213950
weekly,KOSPI200,institution,sell,10,078930,GS,-37471958250
weekly,KOSPI200,institution,sell,11,011070,LG이노텍,-35648182500
weekly,KOSPI200,institution,sell,12,042700,한미반도체,-35189760500
weekly,KOSPI200,institution,sell,13,278470,에이피알,-30837609000
weekly,KOSPI200,institution,sell,14,004170,신세계,-26734423000
weekly,KOSPI200,institution,sell,15,015760,한국전력,-25943378825
weekly,KOSDAQ150,foreign,buy,1,319400,현대무벡스,77682065250
weekly,KOSDAQ150,foreign,buy,2,240810,원익IPS,39336974050
weekly,KOSDAQ150,foreign,buy,3,036540,SFA반도체,34892219380
weekly,KOSDAQ150,foreign,buy,4,196170,알테오젠,33356493250
weekly,KOSDAQ150,foreign,buy,5,214450,파마리서치,24528485000
weekly,KOSDAQ150,foreign,buy,6,067310,하나마이크론,19010654475
weekly,KOSDAQ150,foreign,buy,7,298380,에이비엘바이오,17521569800
weekly,KOSDAQ150,foreign,buy,8,031980,피에스케이홀딩스,17366008900
weekly,KOSDAQ150,foreign,buy,9,141080,리가켐바이오,11988180150
weekly,KOSDAQ150,foreign,buy,10,080220,제주반도체,7209170400
weekly,KOSDAQ150,foreign,buy,11,096530,씨젠,6946236875
weekly,KOSDAQ150,foreign,buy,12,058610,에스피지,6595426050
weekly,KOSDAQ150,foreign,buy,13,087010,펩트론,6312080350
weekly,KOSDAQ150,foreign,buy,14,056080,유진로봇,6250529590
weekly,KOSDAQ150,foreign,buy,15,053800,안랩,6110970400
weekly,KOSDAQ150,foreign,sell,1,036930,주성엔지니어링,-74077690650
weekly,KOSDAQ150,foreign,sell,2,257720,실리콘투,-44130301775
weekly,KOSDAQ150,foreign,sell,3,241710,코스메카코리아,-26684686000
weekly,KOSDAQ150,foreign,sell,4,086520,에코프로,-26405370300
weekly,KOSDAQ150,foreign,sell,5,226950,올릭스,-26215092950
weekly,KOSDAQ150,foreign,sell,6,131290,티에스이,-17567448500
weekly,KOSDAQ150,foreign,sell,7,028300,HLB,-16439780350
weekly,KOSDAQ150,foreign,sell,8,218410,RFHIC,-15956536725
weekly,KOSDAQ150,foreign,sell,9,417200,LS머트리얼즈,-15150392275
weekly,KOSDAQ150,foreign,sell,10,145020,휴젤,-15124639000
weekly,KOSDAQ150,foreign,sell,11,041510,에스엠,-15027141000
weekly,KOSDAQ150,foreign,sell,12,108490,로보티즈,-12709981750
weekly,KOSDAQ150,foreign,sell,13,310210,보로노이,-12382157950
weekly,KOSDAQ150,foreign,sell,14,083650,비에이치아이,-12223794750
weekly,KOSDAQ150,foreign,sell,15,050890,쏠리드,-11419165665
weekly,KOSDAQ150,institution,buy,1,226950,올릭스,34382292700
weekly,KOSDAQ150,institution,buy,2,257720,실리콘투,32625144575
weekly,KOSDAQ150,institution,buy,3,241710,코스메카코리아,26601691900
weekly,KOSDAQ150,institution,buy,4,218410,RFHIC,17331360600
weekly,KOSDAQ150,institution,buy,5,251970,펌텍코리아,14697620700
weekly,KOSDAQ150,institution,buy,6,058470,리노공업,13057064050
weekly,KOSDAQ150,institution,buy,7,089970,브이엠,12620147250
weekly,KOSDAQ150,institution,buy,8,420770,기가비스,11492232000
weekly,KOSDAQ150,institution,buy,9,183300,코미코,8661041350
weekly,KOSDAQ150,institution,buy,10,036540,SFA반도체,8649603325
weekly,KOSDAQ150,institution,buy,11,277810,레인보우로보틱스,7914002250
weekly,KOSDAQ150,institution,buy,12,403870,HPSP,7893198800
weekly,KOSDAQ150,institution,buy,13,295310,에이치브이엠,7145077150
weekly,KOSDAQ150,institution,buy,14,043260,성호전자,7129929350
weekly,KOSDAQ150,institution,buy,15,041510,에스엠,6246497100
weekly,KOSDAQ150,institution,sell,1,196170,알테오젠,-36206137750
weekly,KOSDAQ150,institution,sell,2,214450,파마리서치,-27783706750
weekly,KOSDAQ150,institution,sell,3,298380,에이비엘바이오,-25706294650
weekly,KOSDAQ150,institution,sell,4,036930,주성엔지니어링,-24333369300
weekly,KOSDAQ150,institution,sell,5,222800,심텍,-17066311200
weekly,KOSDAQ150,institution,sell,6,247540,에코프로비엠,-16813997600
weekly,KOSDAQ150,institution,sell,7,141080,리가켐바이오,-15491739400
weekly,KOSDAQ150,institution,sell,8,031980,피에스케이홀딩스,-15333682650
weekly,KOSDAQ150,institution,sell,9,095610,테스,-11175907550
weekly,KOSDAQ150,institution,sell,10,108490,로보티즈,-9015698000
weekly,KOSDAQ150,institution,sell,11,080220,제주반도체,-7795333200
weekly,KOSDAQ150,institution,sell,12,083650,비에이치아이,-6138762200
weekly,KOSDAQ150,institution,sell,13,131290,티에스이,-3831218500
weekly,KOSDAQ150,institution,sell,14,087010,펩트론,-3329841900
weekly,KOSDAQ150,institution,sell,15,084370,유진테크,-3004810900
recent2,KOSPI200,foreign,buy,1,402340,SK스퀘어,137625472000
recent2,KOSPI200,foreign,buy,2,000660,SK하이닉스,111218712000
recent2,KOSPI200,foreign,buy,3,010120,LS ELECTRIC,56740382150
recent2,KOSPI200,foreign,buy,4,079550,LIG디펜스앤에어로스페이스,41212540000
recent2,KOSPI200,foreign,buy,5,298040,효성중공업,36756422000
recent2,KOSPI200,foreign,buy,6,042700,한미반도체,33368950750
recent2,KOSPI200,foreign,buy,7,001440,대한전선,27955639700
recent2,KOSPI200,foreign,buy,8,011070,LG이노텍,23995580500
recent2,KOSPI200,foreign,buy,9,062040,산일전기,18635650950
recent2,KOSPI200,foreign,buy,10,004170,신세계,15122235250
recent2,KOSPI200,foreign,buy,11,278470,에이피알,13061361750
recent2,KOSPI200,foreign,buy,12,064400,LG씨엔에스,8790004450
recent2,KOSPI200,foreign,buy,13,071970,HD현대마린엔진,8442278000
recent2,KOSPI200,foreign,buy,14,033780,KT&G,8246228750
recent2,KOSPI200,foreign,buy,15,018260,삼성에스디에스,6772466250
recent2,KOSPI200,foreign,sell,1,005930,삼성전자,-984980850750
recent2,KOSPI200,foreign,sell,2,251270,넷마블,-373540720135
recent2,KOSPI200,foreign,sell,3,000150,두산,-168374434000
recent2,KOSPI200,foreign,sell,4,035420,NAVER,-81937420500
recent2,KOSPI200,foreign,sell,5,007660,이수페타시스,-65230387200
recent2,KOSPI200,foreign,sell,6,034020,두산에너빌리티,-63467694950
recent2,KOSPI200,foreign,sell,7,006400,삼성SDI,-46365034000
recent2,KOSPI200,foreign,sell,8,086790,하나금융지주,-31435441600
recent2,KOSPI200,foreign,sell,9,000990,DB하이텍,-27526306000
recent2,KOSPI200,foreign,sell,10,128940,한미약품,-27010970500
recent2,KOSPI200,foreign,sell,11,055550,신한지주,-26523050100
recent2,KOSPI200,foreign,sell,12,015760,한국전력,-25919074900
recent2,KOSPI200,foreign,sell,13,267250,HD현대,-22981573500
recent2,KOSPI200,foreign,sell,14,012330,현대모비스,-21682660750
recent2,KOSPI200,foreign,sell,15,009150,삼성전기,-20513946000
recent2,KOSPI200,institution,buy,1,005930,삼성전자,766373787000
recent2,KOSPI200,institution,buy,2,000660,SK하이닉스,200759413500
recent2,KOSPI200,institution,buy,3,009150,삼성전기,146361348500
recent2,KOSPI200,institution,buy,4,000150,두산,72471305000
recent2,KOSPI200,institution,buy,5,028050,삼성E&A,43161319900
recent2,KOSPI200,institution,buy,6,128940,한미약품,39933305500
recent2,KOSPI200,institution,buy,7,272210,한화시스템,33200548000
recent2,KOSPI200,institution,buy,8,483650,달바글로벌,29520354200
recent2,KOSPI200,institution,buy,9,003230,삼양식품,28942178500
recent2,KOSPI200,institution,buy,10,047050,포스코인터내셔널,25945498450
recent2,KOSPI200,institution,buy,11,012450,한화에어로스페이스,25349833500
recent2,KOSPI200,institution,buy,12,055550,신한지주,24513470950
recent2,KOSPI200,institution,buy,13,082740,한화엔진,24063744600
recent2,KOSPI200,institution,buy,14,068270,셀트리온,21336106750
recent2,KOSPI200,institution,buy,15,329180,HD현대중공업,19596090500
recent2,KOSPI200,institution,sell,1,035420,NAVER,-77277483900
recent2,KOSPI200,institution,sell,2,007660,이수페타시스,-44138142000
recent2,KOSPI200,institution,sell,3,004170,신세계,-15777531750
recent2,KOSPI200,institution,sell,4,034020,두산에너빌리티,-14965622050
recent2,KOSPI200,institution,sell,5,071050,한국금융지주,-11220620250
recent2,KOSPI200,institution,sell,6,207940,삼성바이오로직스,-11117137500
recent2,KOSPI200,institution,sell,7,011070,LG이노텍,-9408703000
recent2,KOSPI200,institution,sell,8,278470,에이피알,-8735308000
recent2,KOSPI200,institution,sell,9,064400,LG씨엔에스,-8384847050
recent2,KOSPI200,institution,sell,10,066970,엘앤에프,-8308141650
recent2,KOSPI200,institution,sell,11,352820,하이브,-6765608350
recent2,KOSPI200,institution,sell,12,377300,카카오페이,-6505876450
recent2,KOSPI200,institution,sell,13,006800,미래에셋증권,-5925330400
recent2,KOSPI200,institution,sell,14,010060,OCI홀딩스,-4975115750
recent2,KOSPI200,institution,sell,15,009830,한화솔루션,-4773059150
recent2,KOSDAQ150,foreign,buy,1,319400,현대무벡스,75047264225
recent2,KOSDAQ150,foreign,buy,2,080220,제주반도체,11479997400
recent2,KOSDAQ150,foreign,buy,3,067310,하나마이크론,10996617425
recent2,KOSDAQ150,foreign,buy,4,214450,파마리서치,8625411750
recent2,KOSDAQ150,foreign,buy,5,240810,원익IPS,8541851650
recent2,KOSDAQ150,foreign,buy,6,036540,SFA반도체,7934885630
recent2,KOSDAQ150,foreign,buy,7,247540,에코프로비엠,6455424800
recent2,KOSDAQ150,foreign,buy,8,056080,유진로봇,6363620605
recent2,KOSDAQ150,foreign,buy,9,053800,안랩,5644529400
recent2,KOSDAQ150,foreign,buy,10,060370,LS마린솔루션,4832678725
recent2,KOSDAQ150,foreign,buy,11,298380,에이비엘바이오,4695704150
recent2,KOSDAQ150,foreign,buy,12,095610,테스,4010389850
recent2,KOSDAQ150,foreign,buy,13,032820,우리기술,3965839855
recent2,KOSDAQ150,foreign,buy,14,096530,씨젠,3719481775
recent2,KOSDAQ150,foreign,buy,15,420770,기가비스,3242273000
recent2,KOSDAQ150,foreign,sell,1,222800,심텍,-21056141550
recent2,KOSDAQ150,foreign,sell,2,036930,주성엔지니어링,-16381403500
recent2,KOSDAQ150,foreign,sell,3,028300,HLB,-14553827275
recent2,KOSDAQ150,foreign,sell,4,131290,티에스이,-11288770500
recent2,KOSDAQ150,foreign,sell,5,145020,휴젤,-11255674250
recent2,KOSDAQ150,foreign,sell,6,086520,에코프로,-10892653750
recent2,KOSDAQ150,foreign,sell,7,178320,서진시스템,-10096100000
recent2,KOSDAQ150,foreign,sell,8,196170,알테오젠,-9359498000
recent2,KOSDAQ150,foreign,sell,9,043260,성호전자,-8683963875
recent2,KOSDAQ150,foreign,sell,10,098460,고영,-6808440675
recent2,KOSDAQ150,foreign,sell,11,241710,코스메카코리아,-6769375800
recent2,KOSDAQ150,foreign,sell,12,095340,ISC,-6703835700
recent2,KOSDAQ150,foreign,sell,13,295310,에이치브이엠,-6476081750
recent2,KOSDAQ150,foreign,sell,14,417200,LS머트리얼즈,-6389960240
recent2,KOSDAQ150,foreign,sell,15,310210,보로노이,-5909036350
recent2,KOSDAQ150,institution,buy,1,218410,RFHIC,12695777650
recent2,KOSDAQ150,institution,buy,2,067310,하나마이크론,7932631875
recent2,KOSDAQ150,institution,buy,3,043260,성호전자,7688674640
recent2,KOSDAQ150,institution,buy,4,226950,올릭스,7552496900
recent2,KOSDAQ150,institution,buy,5,183300,코미코,7467439625
recent2,KOSDAQ150,institution,buy,6,131970,두산테스나,6943236450
recent2,KOSDAQ150,institution,buy,7,058470,리노공업,6815361550
recent2,KOSDAQ150,institution,buy,8,295310,에이치브이엠,6164338250
recent2,KOSDAQ150,institution,buy,9,089970,브이엠,5633847200
recent2,KOSDAQ150,institution,buy,10,251970,펌텍코리아,5586191850
recent2,KOSDAQ150,institution,buy,11,241710,코스메카코리아,4672184150
recent2,KOSDAQ150,institution,buy,12,121600,나노신소재,3854124300
recent2,KOSDAQ150,institution,buy,13,056080,유진로봇,3317888335
recent2,KOSDAQ150,institution,buy,14,417200,LS머트리얼즈,2760232900
recent2,KOSDAQ150,institution,buy,15,166090,하나머티리얼즈,2554246650
recent2,KOSDAQ150,institution,sell,1,108490,로보티즈,-19009492500
recent2,KOSDAQ150,institution,sell,2,214450,파마리서치,-14786159500
recent2,KOSDAQ150,institution,sell,3,196170,알테오젠,-10212771500
recent2,KOSDAQ150,institution,sell,4,086520,에코프로,-9018878400
recent2,KOSDAQ150,institution,sell,5,247540,에코프로비엠,-8801583300
recent2,KOSDAQ150,institution,sell,6,298380,에이비엘바이오,-7326941800
recent2,KOSDAQ150,institution,sell,7,039030,이오테크닉스,-6134392500
recent2,KOSDAQ150,institution,sell,8,083650,비에이치아이,-4894773700
recent2,KOSDAQ150,institution,sell,9,141080,리가켐바이오,-4439950700
recent2,KOSDAQ150,institution,sell,10,222800,심텍,-4171809550
recent2,KOSDAQ150,institution,sell,11,145020,휴젤,-3748435500
recent2,KOSDAQ150,institution,sell,12,089030,테크윙,-3478835250
recent2,KOSDAQ150,institution,sell,13,036930,주성엔지니어링,-3379155500
recent2,KOSDAQ150,institution,sell,14,084370,유진테크,-3180330750
recent2,KOSDAQ150,institution,sell,15,257720,실리콘투,-2967460925
